playerName,Team,OverallRating,playerImg,TeamImg,FlagImg,Nation,Pace,Shooting,Passing,Dribbling,Defending,Physicality
Victoria Pelova,Arsenal,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p244064.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/2nVvSUeSYjRpb3yreQesys/ad1971121cb8ce17023425f79e42b0b9/116009.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,76,69,72,79,35,58
Yussuf Poulsen,RB Leipzig,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p207791.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,744,71,67,731,56,811
Olatz Santana,Real Sociedad,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272211.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7jfcuLT5Sg1EQLLawHllCD/f5bdf4715e768076250f797087583124/116336.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,75,72,71,77,42,80
Zaidu Sanusi,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251528.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/295ony5xEfG2G4YAB0W9mW/3a27c0494c7df2afeb1fa42963186f7d/f_133.png,Nigeria,93,37,551,631,731,72
Nicolas Seiwald,RB Leipzig,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p257876.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bg83r6RvRyBDVYHtgg2xb/a485aa53dc1601dde6ef38461b136af3/f_4.png,Austria,73,62,741,742,731,741
David Carmo,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p251616.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,544,28,541,51,77,812
Jordan Teze,PSV,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p245211.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,774,48,641,671,77,801
Patrick van Aanholt,PSV,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p186190.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,841,671,702,75,702,741
Alan Varela,FC Porto,76,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p260599.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2WDsnQSFUeeDtN5E5VaRtQ/fd880af45fc99e56aac677d6bf583d77/f_52.png,Argentina,673,59,721,71,723,751
Korbin Albert,Paris SG,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p273946.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4r9goBnTm93zsfgczNg8tb/73db81a08853283600ce3a2fd8468b41/116034.png,https://images.ctfassets.net/rs6bgs1g8dbr/5cf40Cv4RRYt6T3ArGJOR1/aec9f45e482b9e325eab179be6a66963/f_95.png,United States,72,69,72,77,67,71
Jill Baijings,FC Bayern München,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264876.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,69,73,72,76,64,64
Johan Bakayoko,PSV,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265450.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/285bLwP3RuTmDmniPEqYn8/8fa66478d339a776a696563fcd3e2005/f_7.png,Belgium,86,665,668,787,301,634
Merle Barth,Atlético de Madrid,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265021.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,50,47,69,64,77,77
Vilde Bøe Risa,Atlético de Madrid,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265280.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/2oqGDALzThEx7wBBMbyIqE/759a715ed2bf7146304a0736ede94430/f_36.png,Norway,64,68,69,77,43,66
Diego Demme,Napoli FC,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p202325.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,533,47,74,75,712,711
Hugo Ekitike,Paris SG,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p257289.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,722,75,60,751,25,69
Mohamed Elneny,Arsenal,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p213051.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/47n0OmC3ybbgdht5psAAkh/0036103d02613df3cfbe8bef0059ec56/f_111.png,Egypt,524,63,71,70,721,703
Rasmus Falk,F.C. København,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p201303.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,734,563,72,80,662,677
Gabriel Veron,FC Porto,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p259849.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,862,671,68,79,28,522
Kamil Grabara,F.C. København,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p228383.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Poland,761,753,723,762,42,751
Ivo Grbić,Atlético de Madrid,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p258390.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/452jAa9UhkaM3gXX81Roqk/ec88e48a2b43d5e7a3fef6a38c96c16f/240.png,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Croatia,761,711,741,761,324,73
Mauro Júnior,PSV,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241509.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,84,66,75,79,671,561
Iván Jaime,FC Porto,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246070.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,742,733,714,763,511,643
Franziska Kett,FC Bayern München,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p270525.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,72,68,72,75,51,63
Jade Le Guilly,Paris SG,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264905.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4r9goBnTm93zsfgczNg8tb/73db81a08853283600ce3a2fd8468b41/116034.png,https://images.ctfassets.net/rs6bgs1g8dbr/5Il39kdF0vuuJ1Gc18R7Ww/b982b6f565d2d59fe0dc61e5ca620092/f_18.png,France,61,55,70,66,75,63
Cecilia Marcos,Real Sociedad,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p272200.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7jfcuLT5Sg1EQLLawHllCD/f5bdf4715e768076250f797087583124/116336.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,71,72,73,78,43,53
Eva Navarro,Atlético de Madrid,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264725.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/6V0IFEKdMNKwAAplLRsG5W/4762db75ba439097af660b232366d4fd/116327.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,83,74,61,76,23,71
Eddie Nketiah,Arsenal,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p236988.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,792,732,572,772,251,643
Juan Jesus,Napoli FC,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p200752.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/40PGLIPk7e71KQC6Sl1q7H/87a8e32ef6de16632b0bf74af3b3b833/116365.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,663,33,51,60,78,73
Jacqueline Owusu,Real Sociedad,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p276796.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7jfcuLT5Sg1EQLLawHllCD/f5bdf4715e768076250f797087583124/116336.png,https://images.ctfassets.net/rs6bgs1g8dbr/7bOw3RGC5zuBRuwBdtvKqA/f562a35268cb7c3a13170add160fffe7/f_117.png,Ghana,76,71,70,74,62,72
André Ramalho,PSV,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p210007.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/3Rwp4RzPbtNP3FHh21UXAG/1d1cf1b849dfaeb232744c8c725d93b6/f_54.png,Brazil,6212,59,67,66,761,77
Jerdy Schouten,PSV,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p235149.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,602,561,671,742,741,68
Benjamin Šeško,RB Leipzig,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p260592.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/29GBdG097LzE0BZ6AvKmQq/e2c75531658f4ca40974e596e478bbaf/f_44.png,Slovenia,811,744,60,734,42,773
Zack Steffen,Manchester City,75,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p234777.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/5cf40Cv4RRYt6T3ArGJOR1/aec9f45e482b9e325eab179be6a66963/f_95.png,United States,772,74,732,784,53,711
Kristjan Asllani,Inter,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p264699.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/5GiRLrXtGmKMsgQRZf422S/f200ae29f76999a5fecd2e48d0664e7d/f_1.png,Albania,66,61,733,733,69,611
Barrenetxea,Real Sociedad,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246672.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,78,71,652,80,24,462
Toma Bašić,Latium,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p245275.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/14fF2K15SAGhgRD8gv1hCs/4115961b1636a5aacb8b8ff0057e0688/f_10.png,Croatia,545,66,75,73,72,762
Armel Bella Kotchap,PSV,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p247497.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,784,25,50,501,74,771
Yann Aurel Bisseck,Inter,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241736.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3P2xBSe9ichAyoiP8uzR7t/271e45d5b480a9ec7d42200e85677d79/44.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,728,4916,6011,6810,735,813
Fábio Carvalho,RB Leipzig,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p256725.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/4JUfthPSJXlhOAcEl7Izgb/0577cc3edc3fedbfa511d6c6332b6e28/112172.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,78,68,681,772,45,511
Francisco Conceição,FC Porto,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p261050.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/2lrwEhKVgf1yqaNPErE17U/827ef25bd1820ad5c65b278a021e9d86/f_38.png,Portugal,812,621,682,822,32,431
Sergio Gómez,Manchester City,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241811.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/hn2H64k3KVpJ3Wqpyleus/2d33f6e09f42515c20dd2a70600a3c26/10.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,691,70,751,772,69,651
Luca Graf,RB Leipzig,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265016.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/26VsZMfQVy0DIFgrtLjc4K/a159ba962ac5b8ef491bbb35bac0857c/116021.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,68,63,72,72,65,69
Tuva Hansen,FC Bayern München,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p239756.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3ujYoAxLD1NXbkS5aAun26/7381ac721e2c34bfb5d41112c86fb357/115995.png,https://images.ctfassets.net/rs6bgs1g8dbr/2oqGDALzThEx7wBBMbyIqE/759a715ed2bf7146304a0736ede94430/f_36.png,Norway,65,32,59,63,77,65
Gustav Isaksen,Latium,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p248729.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/W41LohXCFJWoEhvtE1Lva/4b6c673873626d7dd28de8fbfe8f7127/f_13.png,Denmark,891,708,654,775,40,51
Jakub Kiwior,Arsenal,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265693.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/KLzBJsJ0eQPZm4hVsZFgc/1a1b9891525684b366053c13c6c87487/f_37.png,Poland,672,37,591,612,755,772
Jordan Larsson,F.C. København,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p224389.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5arj6cDpzcsjwIUJdGhB71/bde4e5b15371be5cda30b071aeaa7895/819.png,https://images.ctfassets.net/rs6bgs1g8dbr/7vUEmhKkNiLDphHke6I06M/8f6b05ca7c6dea978d19a05d56dfc708/f_46.png,Sweden,82,721,703,752,345,702
Andriy Lunin,Real Madrid,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243952.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7ji8sU96bLJDrvUG9LhZfs/79c637e0af422fec5e4d76c513fbd0dd/243.png,https://images.ctfassets.net/rs6bgs1g8dbr/6B6dfxqWnBfv5OGdXqIoGy/39af824aefc90460f6a9a81a78a170af/f_49.png,Ukraine,731,701,721,751,37,732
Alexander Meyer,Borussia Dortmund,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241050.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/GQTDDz0ijHzyTASt7DvFm/55446801ef41d55533b82c26c1d1e56f/22.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,71,712,769,755,4116,731
Esme Morgan,Manchester City,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265339.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/1jvffbZxBKNqAaDMGf80Rm/e9c1794885ea8e5a7dfd33e493fa0617/116017.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,76,34,71,67,72,68
Aihen Muñoz,Real Sociedad,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p246748.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3kY5i6htFsfl6nLjvzqRaM/7179d55f421f6776dd54d66a985b07f8/457.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,771,54,69,73,72,70
Reiss Nelson,Arsenal,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p231448.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/RrovHfxo1AFm2Fsfl50kN/1b45151487917b5375e2698abbce260a/1.png,https://images.ctfassets.net/rs6bgs1g8dbr/4BVs0BAE16wJ4ihZS72xv8/5f2bab28b731170d875d4b0dd66b3664/f_14.png,England,86,662,691,781,36,551
Armando Obispo,PSV,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p241171.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/5C7ugikXTsPFTElZkD3xAU/9da6a26432b668026acab4f8ac88c89e/247.png,https://images.ctfassets.net/rs6bgs1g8dbr/4uNbG6XOZIntXSyvoqzfAN/611b3238ff441ce8440cc7643632fa0f/f_34.png,Holland,732,42,603,66,72,79
Luca Pellegrini,Latium,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p243237.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/3bAH16oyMK2cTl3Vpf29Z5/7fc0c85c8544ed967ec2509d169a51e3/115841.png,https://images.ctfassets.net/rs6bgs1g8dbr/EHrJWMzTNIVkWKssiD4Oc/366d836ba975be3d6abf7d3ffdebbb3f/f_27.png,Italy,759,54,66,75,71,611
Nina Räcke,RB Leipzig,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p265051.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/26VsZMfQVy0DIFgrtLjc4K/a159ba962ac5b8ef491bbb35bac0857c/116021.png,https://images.ctfassets.net/rs6bgs1g8dbr/1A8XMv08PSnZMzpSS5oNIF/47eae37fd5132755d6e36382e6122b1c/f_21.png,Germany,69,52,69,65,75,71
Sergio Rico,Paris SG,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p206652.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/65jMMhRXpQl9A65F6kQtBe/c7b08b18574c48533c1526783bd9b601/73.png,https://images.ctfassets.net/rs6bgs1g8dbr/7k3VpeG3cF7mCTkCpmY6cu/ee3d0c890df33b3ad4b4d5b9cd031ba9/f_45.png,Spain,734,73,732,764,47,73
Jorge Sánchez,FC Porto,74,https://media.contentapi.ea.com/content/dam/ea/easfc/fc-24/ratings/common/full/player-portraits/p233493.png.adapt.50w.png,https://images.ctfassets.net/rs6bgs1g8dbr/7e1BdoHLY0BxzU1Y9t2NZ9/e83ac2aecea93bbad781d7abf69a1c8b/236.png,https://images.ctfassets.net/rs6bgs1g8dbr/4SXza6FuE6T6dXI56PJZhS/4877162c8da581da419842f606fd2cad/f_83.png,Mexico,848,50,631,723,701,783
